listing_id,property_name,address,property_type,property_subtype,usage_type,status,sq_ft,price_per_sq_ft,price_basis,sale_price,cap_rate,availability,availability_date,market,country_code,country,state_province,city,locality,neighborhood,submarket,postal_code,geo_lat,geo_lng,map_url,facing,furnishing_status,loading_access,dock_doors,drive_in_doors,parking_spaces,nearest_highway,rail_access,additional_information
LC-US-0018,Wynwood Warehouse 18,"8246 Logistics Ave, Miami",industrial,warehouse,logistics,available,214204,41.00,annual_rent,111386080,0.0556,Immediate,2026-05-19,Miami,US,United States,FL,Miami,Wynwood,Wynwood,Miami - Wynwood,38566,25.688964,-80.153563,"https://www.google.com/maps/search/?api=1&query=25.688964,-80.153563",south,turnkey,grade_level,13,2,201,Florida Turnpike,none_reported,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on logistics use in Miami - Wynwood."
LC-US-0600,Somerville Specialty 600,"7717 Market Ln, Boston",parking,specialty,parking,unknown,25665,40.00,annual_rent,23021505,,Unknown,2026-05-19,Boston,US,United States,MA,Boston,Somerville,Somerville,Boston - Somerville,94319,42.364401,-71.109616,"https://www.google.com/maps/search/?api=1&query=42.364401,-71.109616",street_front,turnkey,,,,106,Route 1,nearby_intermodal,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on parking use in Boston - Somerville."
LC-US-1083,Airport South Mixed Use Site 1083,"9167 Beacon Row, Atlanta",land,mixed_use_site,development,sold,,55.00,annual_rent,756345056,,Sold,2026-05-19,Atlanta,US,United States,GA,Atlanta,Airport South,Airport South,Atlanta - Airport South,47060,33.773185,-84.323889,"https://www.google.com/maps/search/?api=1&query=33.773185,-84.323889",east,shell,,,,179,I-285,freight_spur_possible,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on development use in Atlanta - Airport South."
LC-IT-1872,Linate Purpose Built 1872,"4341 Spruce Way, Milan",mixed_use,purpose_built,mixed_use,leased,48399,68.00,annual_rent,25748268,0.0658,Leased,2026-05-19,Milan,IT,Italy,Lombardy,Milan,Linate,Linate,Milan - Linate,IT-8766,45.431648,9.235153,"https://www.google.com/maps/search/?api=1&query=45.431648,9.235153",street_front,turnkey,,,,628,A51,metro_adjacent,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on mixed_use use in Milan - Linate."
LC-US-1372,Alliance Specialty 1372,"4778 Union Way, Dallas",mixed_use,specialty,mixed_use,leased,143939,83.00,annual_rent,109969396,0.0724,Leased,2026-05-19,Dallas-Fort Worth,US,United States,TX,Dallas,Alliance,Alliance,Dallas-Fort Worth - Alliance,84937,32.770352,-96.819367,"https://www.google.com/maps/search/?api=1&query=32.770352,-96.819367",west,partially_furnished,,,,546,I-35E,freight_spur_possible,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on mixed_use use in Dallas-Fort Worth - Alliance."
LC-SG-2320,Tuas Cold Storage 2320,"9675 River Row, Singapore",industrial,cold_storage,logistics,available,132378,48.00,annual_rent,34153524,0.0571,Immediate,2026-05-19,Singapore,SG,Singapore,Central Region,Singapore,Tuas,Tuas,Singapore - Tuas,SG-6598,1.290956,103.882677,"https://www.google.com/maps/search/?api=1&query=1.290956,103.882677",street_front,partially_furnished,shared_yard,11,3,584,PIE,metro_adjacent,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on logistics use in Singapore - Tuas."
LC-US-0536,Union Market Class B 536,"4784 Canal Ave, Washington",office,class_b,office,coming_soon,81445,73.00,annual_rent,41944175,0.0546,Q3 2026,2026-07-01,Washington DC,US,United States,DC,Washington,Union Market,Union Market,Washington DC - Union Market,79216,38.892267,-77.096063,"https://www.google.com/maps/search/?api=1&query=38.892267,-77.096063",street_front,warm_shell,,,,228,I-66,none_reported,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on office use in Washington DC - Union Market."
LC-US-0557,Arts District Midrise 557,"6096 Gallery Ln, Los Angeles",multifamily,midrise,residential,under_offer,51179,28.00,annual_rent,9212220,0.0461,Under offer,2026-06-15,Los Angeles/Inland Empire,US,United States,CA,Los Angeles,Arts District,Arts District,Los Angeles/Inland Empire - Arts District,69907,34.078304,-118.186400,"https://www.google.com/maps/search/?api=1&query=34.078304,-118.186400",corner,furnished,,,,19,I-10,none_reported,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on residential use in Los Angeles/Inland Empire - Arts District."
LC-US-0225,Midtown Creative 225,"3502 River Ln, Atlanta",office,creative,office,available,74766,80.00,annual_rent,48597900,0.0547,Immediate,2026-05-19,Atlanta,US,United States,GA,Atlanta,Midtown,Midtown,Atlanta - Midtown,43309,33.699338,-84.310640,"https://www.google.com/maps/search/?api=1&query=33.699338,-84.310640",north,shell,,,,213,I-285,nearby_intermodal,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on office use in Atlanta - Midtown."
LC-ES-1884,Coslada Development Site 1884,"4324 Gallery Row, Madrid",land,development_site,development,sold,,103.00,annual_rent,126945900,,Sold,2026-05-19,Madrid,ES,Spain,Community of Madrid,Madrid,Coslada,Coslada,Madrid - Coslada,ES-6633,40.343072,-3.768032,"https://www.google.com/maps/search/?api=1&query=40.343072,-3.768032",west,turnkey,,,,337,A-2,metro_adjacent,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on development use in Madrid - Coslada."
LC-US-0200,Medley Campus 200,"7185 Union Ln, Miami",parking,campus,parking,unknown,35034,66.00,annual_rent,23227542,,Unknown,2026-05-19,Miami,US,United States,FL,Miami,Medley,Medley,Miami - Medley,95925,25.790969,-80.203180,"https://www.google.com/maps/search/?api=1&query=25.790969,-80.203180",street_front,warm_shell,,,,562,SR 826,metro_adjacent,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on parking use in Miami - Medley."
LC-US-0802,East Austin Warehouse 802,"6154 Union Loop, Austin",industrial,warehouse,logistics,available,96153,46.00,annual_rent,21634425,0.0640,Immediate,2026-05-19,Austin,US,United States,TX,Austin,East Austin,East Austin,Austin - East Austin,17480,30.258706,-97.686333,"https://www.google.com/maps/search/?api=1&query=30.258706,-97.686333",south,partially_furnished,cross_dock,25,3,185,I-35,nearby_intermodal,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on logistics use in Austin - East Austin."
LC-US-0414,South Bay Distribution 414,"886 Harbor Row, Los Angeles",industrial,distribution,logistics,available,64932,36.00,annual_rent,11557896,0.0651,Immediate,2026-05-19,Los Angeles/Inland Empire,US,United States,CA,Los Angeles,South Bay,South Bay,Los Angeles/Inland Empire - South Bay,93767,34.011618,-118.161250,"https://www.google.com/maps/search/?api=1&query=34.011618,-118.161250",dual_aspect,turnkey,dock_high,41,0,410,SR 60,freight_spur_possible,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on logistics use in Los Angeles/Inland Empire - South Bay."
LC-ES-1534,Chamartin Coworking Ready 1534,"7261 Spruce Rd, Madrid",office,coworking_ready,office,available,27404,76.00,annual_rent,23786672,0.0628,Immediate,2026-05-19,Madrid,ES,Spain,Community of Madrid,Madrid,Chamartin,Chamartin,Madrid - Chamartin,ES-4019,40.388377,-3.781773,"https://www.google.com/maps/search/?api=1&query=40.388377,-3.781773",dual_aspect,partially_furnished,,,,437,M-30,freight_spur_possible,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on office use in Madrid - Chamartin."
LC-US-0290,Buckhead Urban 290,"5817 Beacon Ln, Atlanta",medical,urban,medical,pipeline,148524,39.00,annual_rent,56142072,,Pipeline delivery,2027-03-01,Atlanta,US,United States,GA,Atlanta,Buckhead,Buckhead,Atlanta - Buckhead,24912,33.833937,-84.353357,"https://www.google.com/maps/search/?api=1&query=33.833937,-84.353357",south,warm_shell,,,,329,I-85,nearby_intermodal,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on medical use in Atlanta - Buckhead."
LC-DE-1937,HafenCity Class B 1937,"8921 Canal Rd, Hamburg",office,class_b,office,coming_soon,42174,66.00,annual_rent,38293992,0.0812,Q3 2026,2026-08-01,Hamburg,DE,Germany,Hamburg,Hamburg,HafenCity,HafenCity,Hamburg - HafenCity,DE-4475,53.475109,10.065083,"https://www.google.com/maps/search/?api=1&query=53.475109,10.065083",north,furnished,,,,599,A7,freight_spur_possible,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on office use in Hamburg - HafenCity."
LC-DK-2084,Glostrup Industrial Outdoor Storage 2084,"763 Canal Ln, Copenhagen",land,industrial_outdoor_storage,development,sold,,55.00,annual_rent,37908633,,Sold,2026-05-19,Copenhagen,DK,Denmark,Capital Region,Copenhagen,Glostrup,Glostrup,Copenhagen - Glostrup,DK-7645,55.686792,12.483631,"https://www.google.com/maps/search/?api=1&query=55.686792,12.483631",west,warm_shell,,,,628,E47,none_reported,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on development use in Copenhagen - Glostrup."
LC-FR-1976,Rungis Urban 1976,"7035 Skyline Row, Paris",mixed_use,urban,mixed_use,leased,33559,58.00,annual_rent,5671471,0.0560,Leased,2026-05-19,Paris,FR,France,Ile-de-France,Paris,Rungis,Rungis,Paris - Rungis,FR-2812,48.830330,2.427561,"https://www.google.com/maps/search/?api=1&query=48.830330,2.427561",street_front,warm_shell,,,,520,A6,none_reported,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on mixed_use use in Paris - Rungis."
LC-US-0317,Brickell Distribution 317,"9311 River Pkwy, Miami",industrial,distribution,logistics,available,117756,51.00,annual_rent,36033336,0.0556,Immediate,2026-05-19,Miami,US,United States,FL,Miami,Brickell,Brickell,Miami - Brickell,19461,25.802767,-80.169988,"https://www.google.com/maps/search/?api=1&query=25.802767,-80.169988",corner,furnished,cross_dock,38,4,286,SR 826,nearby_intermodal,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on logistics use in Miami - Brickell."
LC-US-1182,Mission Bay Industrial Outdoor Storage 1182,"8293 Beacon Ave, San Francisco",land,industrial_outdoor_storage,development,sold,,25.00,annual_rent,155203740,,Sold,2026-05-19,San Francisco Bay Area,US,United States,CA,San Francisco,Mission Bay,Mission Bay,San Francisco Bay Area - Mission Bay,87838,37.741806,-122.455340,"https://www.google.com/maps/search/?api=1&query=37.741806,-122.455340",dual_aspect,turnkey,,,,406,I-880,nearby_intermodal,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on development use in San Francisco Bay Area - Mission Bay."
LC-US-0879,Katy Mixed Use Site 879,"8128 Canal Ave, Houston",land,mixed_use_site,development,sold,,103.00,annual_rent,105883176,,Sold,2026-05-19,Houston,US,United States,TX,Houston,Katy,Katy,Houston - Katy,43705,29.830321,-95.454678,"https://www.google.com/maps/search/?api=1&query=29.830321,-95.454678",courtyard,shell,,,,378,I-610,metro_adjacent,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on development use in Houston - Katy."
LC-US-1285,Arts District Specialty 1285,"6145 Harbor St, Los Angeles",hospitality,specialty,hospitality,withdrawn,66050,39.00,annual_rent,10700100,,Withdrawn,2026-05-19,Los Angeles/Inland Empire,US,United States,CA,Los Angeles,Arts District,Arts District,Los Angeles/Inland Empire - Arts District,83638,33.966373,-118.262848,"https://www.google.com/maps/search/?api=1&query=33.966373,-118.262848",corner,unfurnished,,,,395,I-5,metro_adjacent,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on hospitality use in Los Angeles/Inland Empire - Arts District."
LC-ES-2164,Coslada Highrise 2164,"1077 Union Loop, Madrid",multifamily,highrise,residential,under_offer,211989,54.00,annual_rent,187398276,0.0433,Under offer,2026-06-15,Madrid,ES,Spain,Community of Madrid,Madrid,Coslada,Coslada,Madrid - Coslada,ES-3061,40.377471,-3.707376,"https://www.google.com/maps/search/?api=1&query=40.377471,-3.707376",west,partially_furnished,,,,326,M-30,metro_adjacent,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on residential use in Madrid - Coslada."
LC-US-1236,Hudson Yards Class A 1236,"4465 Union Way, New York",office,class_a,office,coming_soon,69729,56.00,annual_rent,27403497,0.0691,Q3 2026,2026-07-01,New York,US,United States,NY,New York,Hudson Yards,Hudson Yards,New York - Hudson Yards,74727,40.675418,-74.064440,"https://www.google.com/maps/search/?api=1&query=40.675418,-74.064440",west,turnkey,,,,642,I-495,nearby_intermodal,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on office use in New York - Hudson Yards."
LC-US-1347,Katy Neighborhood Center 1347,"6015 Union Rd, Houston",retail,neighborhood_center,retail,coming_soon,3173,78.00,annual_rent,1205740,0.0530,Q3 2026,2026-08-01,Houston,US,United States,TX,Houston,Katy,Katy,Houston - Katy,20431,29.798300,-95.432717,"https://www.google.com/maps/search/?api=1&query=29.798300,-95.432717",east,shell,,,,561,I-610,nearby_intermodal,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on retail use in Houston - Katy."
LC-DE-1908,Tempelhof Cold Storage 1908,"3269 Union St, Berlin",industrial,cold_storage,logistics,available,115106,48.00,annual_rent,92430118,0.0571,Immediate,2026-05-19,Berlin,DE,Germany,Berlin,Berlin,Tempelhof,Tempelhof,Berlin - Tempelhof,DE-5477,52.538709,13.361516,"https://www.google.com/maps/search/?api=1&query=52.538709,13.361516",west,turnkey,shared_yard,16,2,201,A113,nearby_intermodal,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on logistics use in Berlin - Tempelhof."
LC-US-0979,Airport South Mixed Use Site 979,"6319 Spruce Pkwy, Atlanta",land,mixed_use_site,development,sold,,19.00,annual_rent,303143544,,Sold,2026-05-19,Atlanta,US,United States,GA,Atlanta,Airport South,Airport South,Atlanta - Airport South,10529,33.809685,-84.361958,"https://www.google.com/maps/search/?api=1&query=33.809685,-84.361958",east,unfurnished,,,,66,I-75,metro_adjacent,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on development use in Atlanta - Airport South."
LC-DK-1720,Glostrup Distribution 1720,"9676 Skyline St, Copenhagen",industrial,distribution,logistics,available,165011,46.00,annual_rent,85970731,0.0736,Immediate,2026-05-19,Copenhagen,DK,Denmark,Capital Region,Copenhagen,Glostrup,Glostrup,Copenhagen - Glostrup,DK-6525,55.646117,12.510792,"https://www.google.com/maps/search/?api=1&query=55.646117,12.510792",street_front,partially_furnished,cross_dock,28,0,385,E20,freight_spur_possible,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on logistics use in Copenhagen - Glostrup."
LC-US-1204,Port Houston Cold Storage 1204,"7330 Logistics Ave, Houston",industrial,cold_storage,logistics,available,89860,47.00,annual_rent,53197120,0.0721,Immediate,2026-05-19,Houston,US,United States,TX,Houston,Port Houston,Port Houston,Houston - Port Houston,15768,29.831341,-95.281842,"https://www.google.com/maps/search/?api=1&query=29.831341,-95.281842",west,partially_furnished,cross_dock,19,1,216,I-10,metro_adjacent,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on logistics use in Houston - Port Houston."
LC-US-0505,Arts District Flex 505,"2023 Gallery Ln, Los Angeles",industrial,flex,logistics,available,217107,49.00,annual_rent,163481571,0.0674,Immediate,2026-05-19,Los Angeles/Inland Empire,US,United States,CA,Los Angeles,Arts District,Arts District,Los Angeles/Inland Empire - Arts District,14825,33.975046,-118.282421,"https://www.google.com/maps/search/?api=1&query=33.975046,-118.282421",north,unfurnished,dock_high,34,4,596,I-5,nearby_intermodal,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on logistics use in Los Angeles/Inland Empire - Arts District."
LC-US-1373,Energy Corridor Campus 1373,"6834 Union Way, Houston",mixed_use,campus,mixed_use,leased,55175,62.00,annual_rent,43588250,0.0662,Leased,2026-05-19,Houston,US,United States,TX,Houston,Energy Corridor,Energy Corridor,Houston - Energy Corridor,10469,29.692928,-95.450750,"https://www.google.com/maps/search/?api=1&query=29.692928,-95.450750",corner,furnished,,,,507,I-45,metro_adjacent,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on mixed_use use in Houston - Energy Corridor."
LC-ES-1618,Chamartin Flex 1618,"2718 Harbor Loop, Madrid",industrial,flex,logistics,available,208001,56.00,annual_rent,173056832,0.0596,Immediate,2026-05-19,Madrid,ES,Spain,Community of Madrid,Madrid,Chamartin,Chamartin,Madrid - Chamartin,ES-5517,40.499373,-3.630336,"https://www.google.com/maps/search/?api=1&query=40.499373,-3.630336",south,partially_furnished,grade_level,42,6,44,M-30,metro_adjacent,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on logistics use in Madrid - Chamartin."
LC-FR-1501,Part-Dieu Warehouse 1501,"9316 Union Way, Lyon",industrial,warehouse,logistics,available,117654,41.00,annual_rent,91299504,0.0723,Immediate,2026-05-19,Lyon,FR,France,Auvergne-Rhone-Alpes,Lyon,Part-Dieu,Part-Dieu,Lyon - Part-Dieu,FR-7975,45.756173,4.853286,"https://www.google.com/maps/search/?api=1&query=45.756173,4.853286",corner,unfurnished,dock_high,26,4,620,A6,nearby_intermodal,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on logistics use in Lyon - Part-Dieu."
LC-US-1437,Uptown Coworking Ready 1437,"7330 Spruce Ln, Dallas",office,coworking_ready,office,coming_soon,42695,67.00,annual_rent,24037285,0.0643,Q3 2026,2026-08-01,Dallas-Fort Worth,US,United States,TX,Dallas,Uptown,Uptown,Dallas-Fort Worth - Uptown,30167,32.853820,-96.770597,"https://www.google.com/maps/search/?api=1&query=32.853820,-96.770597",corner,shell,,,,127,I-635,metro_adjacent,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on office use in Dallas-Fort Worth - Uptown."
LC-SE-1817,Norrmalm Flex 1817,"1555 Skyline Ave, Stockholm",industrial,flex,logistics,available,122651,46.00,annual_rent,54334393,0.0531,Immediate,2026-05-19,Stockholm,SE,Sweden,Stockholm County,Stockholm,Norrmalm,Norrmalm,Stockholm - Norrmalm,SE-2858,59.391260,18.006149,"https://www.google.com/maps/search/?api=1&query=59.391260,18.006149",north,furnished,cross_dock,7,4,263,E18,nearby_intermodal,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on logistics use in Stockholm - Norrmalm."
LC-US-0519,Oakland Cold Storage 519,"9447 Beacon St, San Francisco",industrial,cold_storage,logistics,available,224047,51.00,annual_rent,55563656,0.0654,Immediate,2026-05-19,San Francisco Bay Area,US,United States,CA,San Francisco,Oakland,Oakland,San Francisco Bay Area - Oakland,85659,37.849107,-122.344493,"https://www.google.com/maps/search/?api=1&query=37.849107,-122.344493",courtyard,shell,cross_dock,41,6,39,I-880,none_reported,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on logistics use in San Francisco Bay Area - Oakland."
LC-US-0876,Medley Campus 876,"1319 Gallery Ln, Miami",mixed_use,campus,mixed_use,leased,36246,47.00,annual_rent,26930778,0.0597,Leased,2026-05-19,Miami,US,United States,FL,Miami,Medley,Medley,Miami - Medley,44519,25.828795,-80.228605,"https://www.google.com/maps/search/?api=1&query=25.828795,-80.228605",west,turnkey,,,,143,Florida Turnpike,freight_spur_possible,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on mixed_use use in Miami - Medley."
LC-US-1188,Medley Campus 1188,"6013 Foundry Way, Miami",hospitality,campus,hospitality,withdrawn,71875,56.00,annual_rent,29396875,,Withdrawn,2026-05-19,Miami,US,United States,FL,Miami,Medley,Medley,Miami - Medley,48819,25.823527,-80.280265,"https://www.google.com/maps/search/?api=1&query=25.823527,-80.280265",west,turnkey,,,,339,Florida Turnpike,nearby_intermodal,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on hospitality use in Miami - Medley."
LC-US-1364,San Mateo Build To Rent 1364,"3466 Market Way, San Francisco",multifamily,build_to_rent,residential,under_offer,102682,33.00,annual_rent,87177018,0.0446,Under offer,2026-06-15,San Francisco Bay Area,US,United States,CA,San Francisco,San Mateo,San Mateo,San Francisco Bay Area - San Mateo,35488,37.724309,-122.441084,"https://www.google.com/maps/search/?api=1&query=37.724309,-122.441084",west,warm_shell,,,,68,I-80,metro_adjacent,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on residential use in San Francisco Bay Area - San Mateo."
LC-US-0777,RiNo Infill Land 777,"4905 Canal Ln, Denver",land,infill_land,development,leased,,105.00,annual_rent,21375900,,Leased,2026-05-19,Denver,US,United States,CO,Denver,RiNo,RiNo,Denver - RiNo,21863,39.782177,-104.974973,"https://www.google.com/maps/search/?api=1&query=39.782177,-104.974973",north,shell,,,,215,E-470,metro_adjacent,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on development use in Denver - RiNo."
LC-DE-1476,Freiham Adaptive Reuse 1476,"7521 Spruce St, Munich",mixed_use,adaptive_reuse,mixed_use,leased,22828,53.00,annual_rent,9108372,0.0705,Leased,2026-05-19,Munich,DE,Germany,Bavaria,Munich,Freiham,Freiham,Munich - Freiham,DE-6821,48.106979,11.578676,"https://www.google.com/maps/search/?api=1&query=48.106979,11.578676",west,turnkey,,,,488,A99,nearby_intermodal,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on mixed_use use in Munich - Freiham."
