listing_id,property_name,address,property_type,property_subtype,usage_type,status,sq_ft,price_per_sq_ft,price_basis,sale_price,cap_rate,availability,availability_date,market,country_code,country,state_province,city,locality,neighborhood,submarket,postal_code,geo_lat,geo_lng,map_url,facing,furnishing_status,loading_access,dock_doors,drive_in_doors,parking_spaces,nearest_highway,rail_access,additional_information
LC-FR-1837,Part-Dieu Coworking Ready 1837,"721 Foundry Rd, Lyon",office,coworking_ready,office,coming_soon,71302,78.00,annual_rent,48984474,0.0720,Q3 2026,2026-08-01,Lyon,FR,France,Auvergne-Rhone-Alpes,Lyon,Part-Dieu,Part-Dieu,Lyon - Part-Dieu,FR-1894,45.720274,4.873135,"https://www.google.com/maps/search/?api=1&query=45.720274,4.873135",corner,unfurnished,,,,105,A6,metro_adjacent,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on office use in Lyon - Part-Dieu."
LC-GB-1442,Salford Restaurant Ready 1442,"8433 Spruce Ave, Manchester",retail,restaurant_ready,retail,coming_soon,5181,55.00,annual_rent,3776949,0.0673,Q3 2026,2026-08-01,Manchester,GB,United Kingdom,England,Manchester,Salford,Salford,Manchester - Salford,GB-8051,53.505125,-2.301638,"https://www.google.com/maps/search/?api=1&query=53.505125,-2.301638",south,warm_shell,,,,487,M62,freight_spur_possible,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on retail use in Manchester - Salford."
LC-CA-2331,Mississauga Creative 2331,"9014 Gallery Way, Toronto",office,creative,office,available,15833,75.00,annual_rent,6459864,0.0613,Immediate,2026-05-19,Toronto,CA,Canada,ON,Toronto,Mississauga,Mississauga,Toronto - Mississauga,CA-7977,43.705048,-79.439059,"https://www.google.com/maps/search/?api=1&query=43.705048,-79.439059",east,shell,,,,42,QEW,nearby_intermodal,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on office use in Toronto - Mississauga."
LC-SE-1999,Kista Campus 1999,"769 Beacon Way, Stockholm",parking,campus,parking,unknown,38825,58.00,annual_rent,32147100,,Unknown,2026-05-19,Stockholm,SE,Sweden,Stockholm County,Stockholm,Kista,Kista,Stockholm - Kista,SE-7884,59.371880,18.076089,"https://www.google.com/maps/search/?api=1&query=59.371880,18.076089",courtyard,unfurnished,,,,425,E4,nearby_intermodal,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on parking use in Stockholm - Kista."
LC-US-0901,Midtown Cold Storage 901,"4553 Harbor Ln, Atlanta",industrial,cold_storage,logistics,available,57364,40.00,annual_rent,10899160,0.0634,Immediate,2026-05-19,Atlanta,US,United States,GA,Atlanta,Midtown,Midtown,Atlanta - Midtown,35349,33.744414,-84.445613,"https://www.google.com/maps/search/?api=1&query=33.744414,-84.445613",corner,unfurnished,shared_yard,37,3,27,I-75,none_reported,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on logistics use in Atlanta - Midtown."
LC-US-0249,Seaport High Street 249,"7842 Logistics Rd, Boston",retail,high_street,retail,coming_soon,10770,75.00,annual_rent,2606340,0.0710,Q4 2026,2026-10-01,Boston,US,United States,MA,Boston,Seaport,Seaport,Boston - Seaport,59608,42.407355,-71.103370,"https://www.google.com/maps/search/?api=1&query=42.407355,-71.103370",waterfront,shell,,,,117,Route 1,none_reported,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on retail use in Boston - Seaport. Waterfront-oriented frontage is part of this deterministic coastal demo profile."
LC-CA-2309,Financial District Distribution 2309,"2318 Beacon Row, Toronto",industrial,distribution,logistics,available,116558,48.00,annual_rent,28906384,0.0625,Immediate,2026-05-19,Toronto,CA,Canada,ON,Toronto,Financial District,Financial District,Toronto - Financial District,CA-1468,43.599354,-79.357977,"https://www.google.com/maps/search/?api=1&query=43.599354,-79.357977",waterfront,furnished,shared_yard,32,1,82,Gardiner,freight_spur_possible,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on logistics use in Toronto - Financial District. Waterfront-oriented frontage is part of this deterministic coastal demo profile."
LC-US-0339,Queens Creative 339,"8897 Union St, New York",office,creative,office,coming_soon,12642,71.00,annual_rent,2895018,0.0716,Q4 2026,2026-10-01,New York,US,United States,NY,New York,Queens,Queens,New York - Queens,28007,40.766711,-74.016067,"https://www.google.com/maps/search/?api=1&query=40.766711,-74.016067",east,shell,,,,160,I-495,nearby_intermodal,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on office use in New York - Queens."
LC-SG-2394,Jurong Urban 2394,"4191 Logistics St, Singapore",data_center,urban,data_center,pipeline,138074,47.00,annual_rent,125095044,,Pipeline delivery,2027-03-01,Singapore,SG,Singapore,Central Region,Singapore,Jurong,Jurong,Singapore - Jurong,SG-5327,1.374011,103.839827,"https://www.google.com/maps/search/?api=1&query=1.374011,103.839827",south,turnkey,,,,114,AYE,nearby_intermodal,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on data_center use in Singapore - Jurong."
LC-US-0386,East Austin Adaptive Reuse 386,"8431 Canal Row, Austin",hospitality,adaptive_reuse,hospitality,withdrawn,73369,87.00,annual_rent,24945460,,Withdrawn,2026-05-19,Austin,US,United States,TX,Austin,East Austin,East Austin,Austin - East Austin,95144,30.350905,-97.748367,"https://www.google.com/maps/search/?api=1&query=30.350905,-97.748367",south,warm_shell,,,,88,US 183,freight_spur_possible,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on hospitality use in Austin - East Austin."
LC-ES-1646,Chamartin Showroom 1646,"6602 Orchard Way, Madrid",retail,showroom,retail,coming_soon,9575,63.00,annual_rent,4098100,0.0644,Q3 2026,2026-07-01,Madrid,ES,Spain,Community of Madrid,Madrid,Chamartin,Chamartin,Madrid - Chamartin,ES-5988,40.496347,-3.682826,"https://www.google.com/maps/search/?api=1&query=40.496347,-3.682826",dual_aspect,warm_shell,,,,675,M-40,freight_spur_possible,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on retail use in Madrid - Chamartin."
LC-SG-2298,Jurong Adaptive Reuse 2298,"3398 Beacon Ave, Singapore",self_storage,adaptive_reuse,self_storage,unknown,48156,66.00,annual_rent,19792116,0.0578,Unknown,2026-05-19,Singapore,SG,Singapore,Central Region,Singapore,Jurong,Jurong,Singapore - Jurong,SG-5085,1.264708,103.770780,"https://www.google.com/maps/search/?api=1&query=1.264708,103.770780",south,turnkey,,,,284,AYE,nearby_intermodal,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on self_storage use in Singapore - Jurong."
LC-DE-2175,Billbrook Purpose Built 2175,"3940 Gallery Ln, Hamburg",mixed_use,purpose_built,mixed_use,leased,35408,91.00,annual_rent,7400272,0.0635,Leased,2026-05-19,Hamburg,DE,Germany,Hamburg,Hamburg,Billbrook,Billbrook,Hamburg - Billbrook,DE-1265,53.534511,9.994274,"https://www.google.com/maps/search/?api=1&query=53.534511,9.994274",courtyard,shell,,,,511,A24,none_reported,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on mixed_use use in Hamburg - Billbrook."
LC-US-0355,Airport South Midrise 355,"1364 Harbor Way, Atlanta",multifamily,midrise,residential,under_offer,35016,57.00,annual_rent,31304304,0.0512,Under offer,2026-06-15,Atlanta,US,United States,GA,Atlanta,Airport South,Airport South,Atlanta - Airport South,50981,33.689519,-84.416954,"https://www.google.com/maps/search/?api=1&query=33.689519,-84.416954",east,unfurnished,,,,351,I-75,metro_adjacent,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on residential use in Atlanta - Airport South."
LC-CA-2297,Financial District Adaptive Reuse 2297,"1079 Beacon Rd, Toronto",self_storage,adaptive_reuse,self_storage,unknown,18337,34.00,annual_rent,16815029,0.0669,Unknown,2026-05-19,Toronto,CA,Canada,ON,Toronto,Financial District,Financial District,Toronto - Financial District,CA-3357,43.660959,-79.412668,"https://www.google.com/maps/search/?api=1&query=43.660959,-79.412668",waterfront,furnished,,,,126,Gardiner,nearby_intermodal,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on self_storage use in Toronto - Financial District. Waterfront-oriented frontage is part of this deterministic coastal demo profile."
LC-US-0462,Design District Build To Rent 462,"351 Harbor St, Dallas",multifamily,build_to_rent,residential,under_offer,24275,64.00,annual_rent,16822575,0.0493,Under offer,2026-06-15,Dallas-Fort Worth,US,United States,TX,Dallas,Design District,Design District,Dallas-Fort Worth - Design District,88463,32.844251,-96.742449,"https://www.google.com/maps/search/?api=1&query=32.844251,-96.742449",dual_aspect,turnkey,,,,70,I-635,nearby_intermodal,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on residential use in Dallas-Fort Worth - Design District."
LC-DE-1700,Freiham Adaptive Reuse 1700,"2994 Market Ave, Munich",parking,adaptive_reuse,parking,unknown,112021,59.00,annual_rent,101491026,,Unknown,2026-05-19,Munich,DE,Germany,Bavaria,Munich,Freiham,Freiham,Munich - Freiham,DE-1659,48.072688,11.630382,"https://www.google.com/maps/search/?api=1&query=48.072688,11.630382",west,warm_shell,,,,194,A9,nearby_intermodal,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on parking use in Munich - Freiham."
LC-GB-1848,Ancoats Showroom 1848,"2095 Canal Row, Manchester",retail,showroom,retail,coming_soon,16987,77.00,annual_rent,7627163,0.0514,Q3 2026,2026-09-01,Manchester,GB,United Kingdom,England,Manchester,Ancoats,Ancoats,Manchester - Ancoats,GB-6690,53.526852,-2.203501,"https://www.google.com/maps/search/?api=1&query=53.526852,-2.203501",street_front,turnkey,,,,445,M56,nearby_intermodal,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on retail use in Manchester - Ancoats."
LC-US-0660,Central Park Midrise 660,"8553 Spruce St, Denver",multifamily,midrise,residential,under_offer,99441,48.00,annual_rent,58570749,0.0521,Under offer,2026-06-15,Denver,US,United States,CO,Denver,Central Park,Central Park,Denver - Central Park,28664,39.695939,-105.073560,"https://www.google.com/maps/search/?api=1&query=39.695939,-105.073560",west,turnkey,,,,598,E-470,freight_spur_possible,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on residential use in Denver - Central Park."
LC-US-1066,Pioneer Square Build To Rent 1066,"4609 Foundry St, Seattle",multifamily,build_to_rent,residential,leased,32011,52.00,annual_rent,8610959,0.0551,Leased,2026-05-19,Seattle,US,United States,WA,Seattle,Pioneer Square,Pioneer Square,Seattle - Pioneer Square,61456,47.569325,-122.245885,"https://www.google.com/maps/search/?api=1&query=47.569325,-122.245885",harbor_view,partially_furnished,,,,110,I-5,none_reported,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on residential use in Seattle - Pioneer Square. Harbor-view frontage is part of this deterministic coastal demo profile."
LC-US-0281,Energy Corridor Development Site 281,"1802 Beacon Ln, Houston",land,development_site,development,sold,,32.00,annual_rent,365325640,,Sold,2026-05-19,Houston,US,United States,TX,Houston,Energy Corridor,Energy Corridor,Houston - Energy Corridor,62436,29.724216,-95.357399,"https://www.google.com/maps/search/?api=1&query=29.724216,-95.357399",north,furnished,,,,533,I-45,metro_adjacent,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on development use in Houston - Energy Corridor."
LC-US-1024,Central Park Medical Office 1024,"4312 Harbor Row, Denver",office,medical_office,office,available,3953,75.00,annual_rent,3107058,0.0570,Immediate,2026-05-19,Denver,US,United States,CO,Denver,Central Park,Central Park,Denver - Central Park,62645,39.722981,-104.967937,"https://www.google.com/maps/search/?api=1&query=39.722981,-104.967937",street_front,partially_furnished,,,,386,I-25,none_reported,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on office use in Denver - Central Park."
LC-US-0158,Back Bay Garden 158,"3760 Logistics Ln, Boston",multifamily,garden,residential,under_offer,184446,61.00,annual_rent,63818316,0.0452,Under offer,2026-06-15,Boston,US,United States,MA,Boston,Back Bay,Back Bay,Boston - Back Bay,74250,42.394410,-71.017076,"https://www.google.com/maps/search/?api=1&query=42.394410,-71.017076",dual_aspect,warm_shell,,,,220,I-93,none_reported,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on residential use in Boston - Back Bay."
LC-DE-1517,HafenCity Cold Storage 1517,"7320 Canal Loop, Hamburg",industrial,cold_storage,logistics,available,134144,45.00,annual_rent,51108864,0.0579,Immediate,2026-05-19,Hamburg,DE,Germany,Hamburg,Hamburg,HafenCity,HafenCity,Hamburg - HafenCity,DE-8877,53.503759,9.977862,"https://www.google.com/maps/search/?api=1&query=53.503759,9.977862",waterfront,furnished,grade_level,23,1,501,A7,none_reported,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on logistics use in Hamburg - HafenCity. Waterfront-oriented frontage is part of this deterministic coastal demo profile."
LC-US-1084,Medley Mixed Use Site 1084,"763 Logistics Ave, Miami",land,mixed_use_site,development,sold,,42.00,annual_rent,139709019,,Sold,2026-05-19,Miami,US,United States,FL,Miami,Medley,Medley,Miami - Medley,42540,25.829806,-80.149289,"https://www.google.com/maps/search/?api=1&query=25.829806,-80.149289",west,partially_furnished,,,,414,I-95,freight_spur_possible,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on development use in Miami - Medley."
LC-US-0052,Bellevue Showroom 52,"352 Foundry Ln, Seattle",retail,showroom,retail,coming_soon,35650,60.00,annual_rent,31086800,0.0636,Q3 2026,2026-08-01,Seattle,US,United States,WA,Seattle,Bellevue,Bellevue,Seattle - Bellevue,10221,47.575175,-122.274252,"https://www.google.com/maps/search/?api=1&query=47.575175,-122.274252",west,partially_furnished,,,,535,I-5,freight_spur_possible,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on retail use in Seattle - Bellevue."
LC-US-0804,Inland Empire Last Mile 804,"2430 Skyline Ave, Los Angeles",industrial,last_mile,logistics,available,157274,47.00,annual_rent,103171744,0.0596,Immediate,2026-05-19,Los Angeles/Inland Empire,US,United States,CA,Los Angeles,Inland Empire,Inland Empire,Los Angeles/Inland Empire - Inland Empire,11921,34.124511,-118.214720,"https://www.google.com/maps/search/?api=1&query=34.124511,-118.214720",west,turnkey,cross_dock,19,6,292,SR 60,metro_adjacent,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on logistics use in Los Angeles/Inland Empire - Inland Empire."
LC-FR-2159,Venissieux Garden 2159,"683 River Ln, Lyon",multifamily,garden,residential,under_offer,70259,61.00,annual_rent,31194996,0.0409,Under offer,2026-06-15,Lyon,FR,France,Auvergne-Rhone-Alpes,Lyon,Venissieux,Venissieux,Lyon - Venissieux,FR-6866,45.676463,4.745860,"https://www.google.com/maps/search/?api=1&query=45.676463,4.745860",courtyard,furnished,,,,638,A7,metro_adjacent,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on residential use in Lyon - Venissieux."
LC-GB-1511,Park Royal Last Mile 1511,"3578 Skyline St, London",industrial,last_mile,logistics,available,114429,47.00,annual_rent,63393666,0.0635,Immediate,2026-05-19,London,GB,United Kingdom,England,London,Park Royal,Park Royal,London - Park Royal,GB-6338,51.440566,-0.159555,"https://www.google.com/maps/search/?api=1&query=51.440566,-0.159555",courtyard,furnished,dock_high,41,2,33,M4,freight_spur_possible,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on logistics use in London - Park Royal."
LC-US-0216,Port Houston Cold Storage 216,"9079 Foundry Pkwy, Houston",industrial,cold_storage,logistics,available,97855,48.00,annual_rent,33172845,0.0740,Immediate,2026-05-19,Houston,US,United States,TX,Houston,Port Houston,Port Houston,Houston - Port Houston,87843,29.775028,-95.435267,"https://www.google.com/maps/search/?api=1&query=29.775028,-95.435267",street_front,turnkey,grade_level,37,3,145,I-610,none_reported,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on logistics use in Houston - Port Houston."
LC-DE-1880,Tempelhof Infill Land 1880,"3416 Orchard Ln, Berlin",land,infill_land,development,sold,,59.00,annual_rent,362090729,,Sold,2026-05-19,Berlin,DE,Germany,Berlin,Berlin,Tempelhof,Tempelhof,Berlin - Tempelhof,DE-4308,52.561552,13.355502,"https://www.google.com/maps/search/?api=1&query=52.561552,13.355502",street_front,warm_shell,,,,362,A10,nearby_intermodal,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on development use in Berlin - Tempelhof."
LC-US-0296,Central Park Specialty 296,"8682 Logistics Pkwy, Denver",data_center,specialty,data_center,unknown,46313,91.00,annual_rent,34364246,0.0558,Unknown,2026-05-19,Denver,US,United States,CO,Denver,Central Park,Central Park,Denver - Central Park,28069,39.768629,-104.915680,"https://www.google.com/maps/search/?api=1&query=39.768629,-104.915680",street_front,warm_shell,,,,190,I-70,metro_adjacent,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on data_center use in Denver - Central Park."
LC-US-0899,Cambridge Specialty 899,"1503 Orchard Row, Boston",parking,specialty,parking,unknown,70884,83.00,annual_rent,47421396,,Unknown,2026-05-19,Boston,US,United States,MA,Boston,Cambridge,Cambridge,Boston - Cambridge,42536,42.400425,-71.004767,"https://www.google.com/maps/search/?api=1&query=42.400425,-71.004767",east,furnished,,,,381,I-93,none_reported,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on parking use in Boston - Cambridge."
LC-US-0513,Fulton Market Last Mile 513,"6195 Harbor Loop, Chicago",industrial,last_mile,logistics,available,41269,37.00,annual_rent,19478968,0.0545,Immediate,2026-05-19,Chicago,US,United States,IL,Chicago,Fulton Market,Fulton Market,Chicago - Fulton Market,55065,41.944779,-87.600776,"https://www.google.com/maps/search/?api=1&query=41.944779,-87.600776",north,shell,dock_high,21,3,645,I-290,nearby_intermodal,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on logistics use in Chicago - Fulton Market."
LC-US-0743,Cambridge Showroom 743,"1406 Canal Ave, Boston",retail,showroom,retail,coming_soon,34558,88.00,annual_rent,28164770,0.0689,Q3 2026,2026-09-01,Boston,US,United States,MA,Boston,Cambridge,Cambridge,Boston - Cambridge,41948,42.425567,-70.979374,"https://www.google.com/maps/search/?api=1&query=42.425567,-70.979374",courtyard,furnished,,,,473,I-93,none_reported,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on retail use in Boston - Cambridge."
LC-NL-2233,Zuidas Coworking Ready 2233,"5220 Beacon Way, Amsterdam",office,coworking_ready,office,available,24852,73.00,annual_rent,19061484,0.0763,Immediate,2026-05-19,Amsterdam/Rotterdam,NL,Netherlands,North Holland,Amsterdam,Zuidas,Zuidas,Amsterdam/Rotterdam - Zuidas,NL-2320,52.282828,4.832737,"https://www.google.com/maps/search/?api=1&query=52.282828,4.832737",north,unfurnished,,,,25,A4,nearby_intermodal,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on office use in Amsterdam/Rotterdam - Zuidas."
LC-US-0340,Somerville Medical Office 340,"9046 Orchard Rd, Boston",office,medical_office,office,coming_soon,41945,80.00,annual_rent,7382320,0.0767,Q4 2026,2026-11-01,Boston,US,United States,MA,Boston,Somerville,Somerville,Boston - Somerville,32921,42.398569,-71.120316,"https://www.google.com/maps/search/?api=1&query=42.398569,-71.120316",west,partially_furnished,,,,175,I-90,metro_adjacent,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on office use in Boston - Somerville."
LC-ES-1479,Zona Franca Industrial Outdoor Storage 1479,"6223 River Row, Barcelona",land,industrial_outdoor_storage,development,sold,,25.00,annual_rent,120783494,,Sold,2026-05-19,Barcelona,ES,Spain,Catalonia,Barcelona,Zona Franca,Zona Franca,Barcelona - Zona Franca,ES-2586,41.375821,2.257647,"https://www.google.com/maps/search/?api=1&query=41.375821,2.257647",courtyard,shell,,,,251,C-32,nearby_intermodal,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on development use in Barcelona - Zona Franca."
LC-US-1143,Oakland Restaurant Ready 1143,"6849 Market Loop, San Francisco",retail,restaurant_ready,retail,coming_soon,32819,59.00,annual_rent,6990447,0.0699,Q3 2026,2026-09-01,San Francisco Bay Area,US,United States,CA,San Francisco,Oakland,Oakland,San Francisco Bay Area - Oakland,33371,37.801489,-122.400015,"https://www.google.com/maps/search/?api=1&query=37.801489,-122.400015",courtyard,shell,,,,255,I-880,none_reported,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on retail use in San Francisco Bay Area - Oakland."
LC-GB-1931,Park Royal Coworking Ready 1931,"4287 Spruce St, London",office,coworking_ready,office,available,70465,55.00,annual_rent,40869700,0.0621,Immediate,2026-05-19,London,GB,United Kingdom,England,London,Park Royal,Park Royal,London - Park Royal,GB-3467,51.532040,-0.171963,"https://www.google.com/maps/search/?api=1&query=51.532040,-0.171963",east,furnished,,,,24,M4,freight_spur_possible,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on office use in London - Park Royal."
