listing_id,property_name,address,property_type,property_subtype,usage_type,status,sq_ft,price_per_sq_ft,price_basis,sale_price,cap_rate,availability,availability_date,market,country_code,country,state_province,city,locality,neighborhood,submarket,postal_code,geo_lat,geo_lng,map_url,facing,furnishing_status,loading_access,dock_doors,drive_in_doors,parking_spaces,nearest_highway,rail_access,additional_information
LC-US-0076,Inland Empire Specialty 76,"3336 Union St, Los Angeles",mixed_use,specialty,mixed_use,leased,50257,78.00,annual_rent,7890349,0.0515,Leased,2026-05-19,Los Angeles/Inland Empire,US,United States,CA,Los Angeles,Inland Empire,Inland Empire,Los Angeles/Inland Empire - Inland Empire,63023,34.103634,-118.233049,"https://www.google.com/maps/search/?api=1&query=34.103634,-118.233049",west,partially_furnished,,,,324,I-5,nearby_intermodal,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on mixed_use use in Los Angeles/Inland Empire - Inland Empire."
LC-US-0024,Inland Empire Class A 24,"3941 Beacon Loop, Los Angeles",office,class_a,office,available,51609,69.00,annual_rent,40874328,0.0640,Immediate,2026-05-19,Los Angeles/Inland Empire,US,United States,CA,Los Angeles,Inland Empire,Inland Empire,Los Angeles/Inland Empire - Inland Empire,49441,34.028819,-118.244050,"https://www.google.com/maps/search/?api=1&query=34.028819,-118.244050",street_front,turnkey,,,,406,SR 60,metro_adjacent,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on office use in Los Angeles/Inland Empire - Inland Empire."
LC-US-0141,Arts District Storefront 141,"1595 Union Rd, Los Angeles",retail,storefront,retail,coming_soon,26017,57.00,annual_rent,18420036,0.0662,Q3 2026,2026-07-01,Los Angeles/Inland Empire,US,United States,CA,Los Angeles,Arts District,Arts District,Los Angeles/Inland Empire - Arts District,84539,33.971705,-118.240008,"https://www.google.com/maps/search/?api=1&query=33.971705,-118.240008",corner,shell,,,,347,SR 60,none_reported,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on retail use in Los Angeles/Inland Empire - Arts District."
LC-SG-2288,Tuas Specialty 2288,"1699 Harbor Ln, Singapore",hospitality,specialty,hospitality,withdrawn,32900,75.00,annual_rent,14805000,,Withdrawn,2026-05-19,Singapore,SG,Singapore,Central Region,Singapore,Tuas,Tuas,Singapore - Tuas,SG-3792,1.287336,103.778038,"https://www.google.com/maps/search/?api=1&query=1.287336,103.778038",street_front,warm_shell,,,,203,ECP,none_reported,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on hospitality use in Singapore - Tuas."
LC-SE-1929,Norrmalm Creative 1929,"7099 Skyline Pkwy, Stockholm",office,creative,office,available,73920,71.00,annual_rent,67636800,0.0595,Immediate,2026-05-19,Stockholm,SE,Sweden,Stockholm County,Stockholm,Norrmalm,Norrmalm,Stockholm - Norrmalm,SE-8419,59.391681,18.034566,"https://www.google.com/maps/search/?api=1&query=59.391681,18.034566",north,shell,,,,173,Route 73,none_reported,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on office use in Stockholm - Norrmalm."
LC-US-0047,Katy Restaurant Ready 47,"2882 River Way, Houston",retail,restaurant_ready,retail,coming_soon,31266,80.00,annual_rent,5033826,0.0772,Q3 2026,2026-08-01,Houston,US,United States,TX,Houston,Katy,Katy,Houston - Katy,77847,29.839928,-95.406769,"https://www.google.com/maps/search/?api=1&query=29.839928,-95.406769",courtyard,furnished,,,,84,I-45,freight_spur_possible,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on retail use in Houston - Katy."
LC-US-0424,Port Houston Creative 424,"8156 Union Row, Houston",office,creative,office,available,65059,84.00,annual_rent,16524986,0.0765,Immediate,2026-05-19,Houston,US,United States,TX,Houston,Port Houston,Port Houston,Houston - Port Houston,96670,29.681432,-95.296516,"https://www.google.com/maps/search/?api=1&query=29.681432,-95.296516",street_front,partially_furnished,,,,488,I-10,nearby_intermodal,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on office use in Houston - Port Houston."
LC-US-0989,SoHo Adaptive Reuse 989,"7486 Spruce Rd, New York",hospitality,adaptive_reuse,hospitality,withdrawn,125193,79.00,annual_rent,25789758,,Withdrawn,2026-05-19,New York,US,United States,NY,New York,SoHo,SoHo,New York - SoHo,18699,40.783649,-73.995695,"https://www.google.com/maps/search/?api=1&query=40.783649,-73.995695",corner,furnished,,,,231,I-278,none_reported,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on hospitality use in New York - SoHo."
LC-US-0438,East Austin Class B 438,"6588 River Pkwy, Austin",office,class_b,office,coming_soon,10382,52.00,annual_rent,6343402,0.0757,Q3 2026,2026-09-01,Austin,US,United States,TX,Austin,East Austin,East Austin,Austin - East Austin,79526,30.286166,-97.670110,"https://www.google.com/maps/search/?api=1&query=30.286166,-97.670110",dual_aspect,turnkey,,,,586,SH 130,metro_adjacent,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on office use in Austin - East Austin."
LC-DE-2104,Tempelhof Distribution 2104,"3825 Logistics Pkwy, Berlin",industrial,distribution,logistics,available,115125,42.00,annual_rent,95093250,0.0658,Immediate,2026-05-19,Berlin,DE,Germany,Berlin,Berlin,Tempelhof,Tempelhof,Berlin - Tempelhof,DE-7994,52.577250,13.371397,"https://www.google.com/maps/search/?api=1&query=52.577250,13.371397",street_front,partially_furnished,shared_yard,2,6,363,A100,nearby_intermodal,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on logistics use in Berlin - Tempelhof."
LC-US-1026,Mission Bay Creative 1026,"4053 Harbor Pkwy, San Francisco",office,creative,office,available,35443,59.00,annual_rent,21159471,0.0701,Immediate,2026-05-19,San Francisco Bay Area,US,United States,CA,San Francisco,Mission Bay,Mission Bay,San Francisco Bay Area - Mission Bay,17936,37.823721,-122.411215,"https://www.google.com/maps/search/?api=1&query=37.823721,-122.411215",south,turnkey,,,,526,I-880,nearby_intermodal,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on office use in San Francisco Bay Area - Mission Bay."
LC-US-0526,River North Class A 526,"2634 River Loop, Chicago",office,class_a,office,available,32190,65.00,annual_rent,12747240,0.0697,Immediate,2026-05-19,Chicago,US,United States,IL,Chicago,River North,River North,Chicago - River North,74966,41.881966,-87.718678,"https://www.google.com/maps/search/?api=1&query=41.881966,-87.718678",dual_aspect,partially_furnished,,,,186,I-90,none_reported,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on office use in Chicago - River North."
LC-US-0091,Kent Valley Specialty 91,"36 Foundry Loop, Seattle",medical,specialty,medical,pipeline,9662,38.00,annual_rent,7062922,,Pipeline delivery,2027-03-01,Seattle,US,United States,WA,Seattle,Kent Valley,Kent Valley,Seattle - Kent Valley,28612,47.657710,-122.369646,"https://www.google.com/maps/search/?api=1&query=47.657710,-122.369646",east,unfurnished,,,,623,I-5,freight_spur_possible,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on medical use in Seattle - Kent Valley."
LC-SG-2360,Tuas Highrise 2360,"6187 Spruce Rd, Singapore",multifamily,highrise,residential,under_offer,149753,40.00,annual_rent,106025124,0.0497,Under offer,2026-06-15,Singapore,SG,Singapore,Central Region,Singapore,Tuas,Tuas,Singapore - Tuas,SG-3388,1.285341,103.762226,"https://www.google.com/maps/search/?api=1&query=1.285341,103.762226",street_front,warm_shell,,,,11,ECP,freight_spur_possible,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on residential use in Singapore - Tuas."
LC-IT-1550,Zona Tortona Storefront 1550,"1902 Market Way, Milan",retail,storefront,retail,coming_soon,3120,63.00,annual_rent,2957760,0.0667,Q4 2026,2026-11-01,Milan,IT,Italy,Lombardy,Milan,Zona Tortona,Zona Tortona,Milan - Zona Tortona,IT-2285,45.378631,9.103467,"https://www.google.com/maps/search/?api=1&query=45.378631,9.103467",dual_aspect,warm_shell,,,,273,A7,metro_adjacent,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on retail use in Milan - Zona Tortona."
LC-SE-1845,Norrmalm Showroom 1845,"1012 Foundry Way, Stockholm",retail,showroom,retail,coming_soon,7452,63.00,annual_rent,1781028,0.0621,Q4 2026,2026-11-01,Stockholm,SE,Sweden,Stockholm County,Stockholm,Norrmalm,Norrmalm,Stockholm - Norrmalm,SE-6340,59.349857,18.047844,"https://www.google.com/maps/search/?api=1&query=59.349857,18.047844",corner,shell,,,,428,Route 73,nearby_intermodal,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on retail use in Stockholm - Norrmalm."
LC-US-1251,Georgetown Restaurant Ready 1251,"9108 Beacon Loop, Washington",retail,restaurant_ready,retail,coming_soon,30902,82.00,annual_rent,27564584,0.0725,Q3 2026,2026-07-01,Washington DC,US,United States,DC,Washington,Georgetown,Georgetown,Washington DC - Georgetown,58301,38.994620,-77.062462,"https://www.google.com/maps/search/?api=1&query=38.994620,-77.062462",east,shell,,,,96,I-495,metro_adjacent,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on retail use in Washington DC - Georgetown."
LC-US-1172,Somerville Specialty 1172,"160 Skyline Way, Boston",mixed_use,specialty,mixed_use,leased,38415,88.00,annual_rent,33421050,0.0643,Leased,2026-05-19,Boston,US,United States,MA,Boston,Somerville,Somerville,Boston - Somerville,13036,42.441422,-71.085345,"https://www.google.com/maps/search/?api=1&query=42.441422,-71.085345",west,warm_shell,,,,103,I-93,metro_adjacent,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on mixed_use use in Boston - Somerville."
LC-US-0263,Georgetown Garden 263,"8223 Harbor Way, Washington",multifamily,garden,residential,under_offer,29213,64.00,annual_rent,6572925,0.0432,Under offer,2026-06-15,Washington DC,US,United States,DC,Washington,Georgetown,Georgetown,Washington DC - Georgetown,85069,38.929873,-77.023372,"https://www.google.com/maps/search/?api=1&query=38.929873,-77.023372",courtyard,furnished,,,,246,I-66,freight_spur_possible,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on residential use in Washington DC - Georgetown."
LC-SG-2308,Tuas Distribution 2308,"2946 Spruce Ln, Singapore",industrial,distribution,logistics,available,159754,44.00,annual_rent,97290186,0.0683,Immediate,2026-05-19,Singapore,SG,Singapore,Central Region,Singapore,Tuas,Tuas,Singapore - Tuas,SG-5788,1.336217,103.885107,"https://www.google.com/maps/search/?api=1&query=1.336217,103.885107",west,partially_furnished,dock_high,41,5,60,PIE,metro_adjacent,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on logistics use in Singapore - Tuas."
LC-IT-1718,Zona Tortona Cold Storage 1718,"1540 Canal Way, Milan",industrial,cold_storage,logistics,available,150256,41.00,annual_rent,75278256,0.0713,Immediate,2026-05-19,Milan,IT,Italy,Lombardy,Milan,Zona Tortona,Zona Tortona,Milan - Zona Tortona,IT-3745,45.402868,9.165353,"https://www.google.com/maps/search/?api=1&query=45.402868,9.165353",dual_aspect,warm_shell,grade_level,4,6,252,A7,nearby_intermodal,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on logistics use in Milan - Zona Tortona."
LC-SG-2324,Tuas Class A 2324,"333 Foundry Row, Singapore",office,class_a,office,available,23654,66.00,annual_rent,7403702,0.0783,Immediate,2026-05-19,Singapore,SG,Singapore,Central Region,Singapore,Tuas,Tuas,Singapore - Tuas,SG-8325,1.392067,103.842925,"https://www.google.com/maps/search/?api=1&query=1.392067,103.842925",west,warm_shell,,,,342,ECP,freight_spur_possible,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on office use in Singapore - Tuas."
LC-IT-1998,Zona Tortona Campus 1998,"6630 Spruce Row, Milan",self_storage,campus,self_storage,unknown,109939,91.00,annual_rent,100594185,0.0620,Unknown,2026-05-19,Milan,IT,Italy,Lombardy,Milan,Zona Tortona,Zona Tortona,Milan - Zona Tortona,IT-6698,45.548684,9.110283,"https://www.google.com/maps/search/?api=1&query=45.548684,9.110283",dual_aspect,turnkey,,,,145,A51,freight_spur_possible,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on self_storage use in Milan - Zona Tortona."
LC-US-0444,Somerville Neighborhood Center 444,"1124 Harbor Rd, Boston",retail,neighborhood_center,retail,coming_soon,37900,60.00,annual_rent,10233000,0.0579,Q4 2026,2026-10-01,Boston,US,United States,MA,Boston,Somerville,Somerville,Boston - Somerville,58437,42.280045,-71.030536,"https://www.google.com/maps/search/?api=1&query=42.280045,-71.030536",west,turnkey,,,,440,Route 1,freight_spur_possible,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on retail use in Boston - Somerville."
LC-US-0015,Cambridge Distribution 15,"2917 Market Loop, Boston",industrial,distribution,logistics,available,115787,50.00,annual_rent,81745622,0.0655,Immediate,2026-05-19,Boston,US,United States,MA,Boston,Cambridge,Cambridge,Boston - Cambridge,64398,42.340817,-71.025761,"https://www.google.com/maps/search/?api=1&query=42.340817,-71.025761",courtyard,shell,grade_level,2,0,360,Route 1,nearby_intermodal,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on logistics use in Boston - Cambridge."
LC-NL-1589,Zuidas Purpose Built 1589,"5434 Beacon Ln, Amsterdam",hospitality,purpose_built,hospitality,withdrawn,21336,56.00,annual_rent,10454640,,Withdrawn,2026-05-19,Amsterdam/Rotterdam,NL,Netherlands,North Holland,Amsterdam,Zuidas,Zuidas,Amsterdam/Rotterdam - Zuidas,NL-8475,52.334216,4.950627,"https://www.google.com/maps/search/?api=1&query=52.334216,4.950627",corner,furnished,,,,334,A10,freight_spur_possible,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on hospitality use in Amsterdam/Rotterdam - Zuidas."
LC-US-1342,Capitol Riverfront Storefront 1342,"2099 Spruce Row, Washington",retail,storefront,retail,coming_soon,26673,48.00,annual_rent,8855436,0.0750,Q3 2026,2026-08-01,Washington DC,US,United States,DC,Washington,Capitol Riverfront,Capitol Riverfront,Washington DC - Capitol Riverfront,51133,38.965693,-77.126498,"https://www.google.com/maps/search/?api=1&query=38.965693,-77.126498",dual_aspect,partially_furnished,,,,647,I-395,metro_adjacent,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on retail use in Washington DC - Capitol Riverfront."
LC-US-1105,South Lake Union Flex 1105,"7037 Canal Loop, Seattle",industrial,flex,logistics,available,60333,51.00,annual_rent,22685208,0.0689,Immediate,2026-05-19,Seattle,US,United States,WA,Seattle,South Lake Union,South Lake Union,Seattle - South Lake Union,45675,47.635633,-122.371925,"https://www.google.com/maps/search/?api=1&query=47.635633,-122.371925",north,unfurnished,cross_dock,11,6,202,I-5,nearby_intermodal,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on logistics use in Seattle - South Lake Union."
LC-US-0576,Westside Urban 576,"2182 Spruce Way, Atlanta",mixed_use,urban,mixed_use,leased,147826,68.00,annual_rent,28530418,0.0499,Leased,2026-05-19,Atlanta,US,United States,GA,Atlanta,Westside,Westside,Atlanta - Westside,45865,33.774681,-84.318783,"https://www.google.com/maps/search/?api=1&query=33.774681,-84.318783",street_front,turnkey,,,,258,I-285,metro_adjacent,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on mixed_use use in Atlanta - Westside."
LC-FR-1795,Venissieux Specialty 1795,"6002 Logistics Ave, Lyon",data_center,specialty,data_center,pipeline,97481,35.00,annual_rent,27684604,,Pipeline delivery,2027-03-01,Lyon,FR,France,Auvergne-Rhone-Alpes,Lyon,Venissieux,Venissieux,Lyon - Venissieux,FR-9597,45.830321,4.821388,"https://www.google.com/maps/search/?api=1&query=45.830321,4.821388",east,unfurnished,,,,379,A6,metro_adjacent,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on data_center use in Lyon - Venissieux."
LC-US-0620,Round Rock Warehouse 620,"507 River Ave, Austin",industrial,warehouse,logistics,available,35703,51.00,annual_rent,9818325,0.0571,Immediate,2026-05-19,Austin,US,United States,TX,Austin,Round Rock,Round Rock,Austin - Round Rock,82229,30.198310,-97.812003,"https://www.google.com/maps/search/?api=1&query=30.198310,-97.812003",west,warm_shell,cross_dock,9,2,395,US 183,metro_adjacent,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on logistics use in Austin - Round Rock."
LC-DE-1825,HafenCity Coworking Ready 1825,"6610 Beacon Rd, Hamburg",office,coworking_ready,office,available,88008,71.00,annual_rent,19625784,0.0636,Immediate,2026-05-19,Hamburg,DE,Germany,Hamburg,Hamburg,HafenCity,HafenCity,Hamburg - HafenCity,DE-4087,53.482931,9.946347,"https://www.google.com/maps/search/?api=1&query=53.482931,9.946347",north,unfurnished,,,,554,A1,metro_adjacent,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on office use in Hamburg - HafenCity."
LC-GB-1988,Ancoats Campus 1988,"4755 Beacon St, Manchester",hospitality,campus,hospitality,withdrawn,10321,73.00,annual_rent,8060701,,Withdrawn,2026-05-19,Manchester,GB,United Kingdom,England,Manchester,Ancoats,Ancoats,Manchester - Ancoats,GB-2458,53.498921,-2.185781,"https://www.google.com/maps/search/?api=1&query=53.498921,-2.185781",west,warm_shell,,,,675,M62,metro_adjacent,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on hospitality use in Manchester - Ancoats."
LC-SE-1649,Norrmalm Storefront 1649,"8157 Harbor Row, Stockholm",retail,storefront,retail,coming_soon,8159,78.00,annual_rent,4152931,0.0719,Q4 2026,2026-10-01,Stockholm,SE,Sweden,Stockholm County,Stockholm,Norrmalm,Norrmalm,Stockholm - Norrmalm,SE-6706,59.349816,18.117076,"https://www.google.com/maps/search/?api=1&query=59.349816,18.117076",north,furnished,,,,514,E18,none_reported,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on retail use in Stockholm - Norrmalm."
LC-SE-1859,Kista Build To Rent 1859,"2974 Market Ave, Stockholm",multifamily,build_to_rent,residential,under_offer,108816,45.00,annual_rent,83026608,0.0528,Under offer,2026-06-15,Stockholm,SE,Sweden,Stockholm County,Stockholm,Kista,Kista,Stockholm - Kista,SE-7442,59.254954,18.038027,"https://www.google.com/maps/search/?api=1&query=59.254954,18.038027",east,furnished,,,,363,E18,nearby_intermodal,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on residential use in Stockholm - Kista."
LC-IE-2115,Ballymount Last Mile 2115,"3297 Skyline Pkwy, Dublin",industrial,last_mile,logistics,available,120412,42.00,annual_rent,81518924,0.0561,Immediate,2026-05-19,Dublin,IE,Ireland,Leinster,Dublin,Ballymount,Ballymount,Dublin - Ballymount,IE-1821,53.384115,-6.335792,"https://www.google.com/maps/search/?api=1&query=53.384115,-6.335792",east,shell,dock_high,21,6,648,M1,metro_adjacent,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on logistics use in Dublin - Ballymount."
LC-SE-2223,Kista Class A 2223,"3781 Skyline Loop, Stockholm",office,class_a,office,available,72148,68.00,annual_rent,40042140,0.0804,Immediate,2026-05-19,Stockholm,SE,Sweden,Stockholm County,Stockholm,Kista,Kista,Stockholm - Kista,SE-8026,59.337931,18.115491,"https://www.google.com/maps/search/?api=1&query=59.337931,18.115491",courtyard,shell,,,,273,Route 73,freight_spur_possible,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on office use in Stockholm - Kista."
LC-US-0182,Pioneer Square Industrial Outdoor Storage 182,"3241 Beacon St, Seattle",land,industrial_outdoor_storage,development,sold,,116.00,annual_rent,40592544,,Sold,2026-05-19,Seattle,US,United States,WA,Seattle,Pioneer Square,Pioneer Square,Seattle - Pioneer Square,87039,47.552141,-122.379974,"https://www.google.com/maps/search/?api=1&query=47.552141,-122.379974",dual_aspect,warm_shell,,,,220,I-90,freight_spur_possible,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on development use in Seattle - Pioneer Square."
LC-US-0825,Fulton Market Coworking Ready 825,"4984 Spruce Ln, Chicago",office,coworking_ready,office,available,70899,78.00,annual_rent,46438845,0.0710,Immediate,2026-05-19,Chicago,US,United States,IL,Chicago,Fulton Market,Fulton Market,Chicago - Fulton Market,86899,41.826206,-87.593478,"https://www.google.com/maps/search/?api=1&query=41.826206,-87.593478",north,shell,,,,494,I-290,nearby_intermodal,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on office use in Chicago - Fulton Market."
LC-NL-1603,Schiphol Last Mile 1603,"6226 River Rd, Amsterdam",industrial,last_mile,logistics,available,119540,51.00,annual_rent,96468780,0.0697,Immediate,2026-05-19,Amsterdam/Rotterdam,NL,Netherlands,North Holland,Amsterdam,Schiphol,Schiphol,Amsterdam/Rotterdam - Schiphol,NL-7625,52.426789,4.922352,"https://www.google.com/maps/search/?api=1&query=52.426789,4.922352",east,unfurnished,grade_level,30,3,40,A4,none_reported,"Deterministic demo enrichment: public geospatial-style address/locality backbone, synthetic CRE commercial profile, review focus on logistics use in Amsterdam/Rotterdam - Schiphol."
